Station ID,Observer ID,Serial Number,Date,Time,ObsG,Dial,Feedback Correction,Earthtide Correction,Level Correction,Temperature Correction,Beam Error,Height,Elevation,Latitude,Longitude,Elapsed Time,Standard Deviation,Temperature Frequency,Note,Gravity_Total
FA05,pablo,B-28,2024/05/03,16:10:17,2484.981094,0,-0.087,-0.045,0,0.038,-0.0006,0,2225.3112,28.28120412,-16.51555056,152,0.0036,0,No notes.,2484.981094
FA05,pablo,B-28,2024/05/03,16:10:49,2484.980097,0,-0.089,-0.045,0,0.038,0.0,0,2225.3112,28.28120412,-16.51555056,184,0.0029,0,No notes.,2484.980097
FA05,pablo,B-28,2024/05/03,16:11:06,2484.978098,0,-0.09,-0.045,0,0.038,0.0,0,2225.3112,28.28120412,-16.51555056,201,0.0024,0,No notes.,2484.978098
FA05,pablo,B-28,2024/05/03,16:11:26,2484.9781,0,-0.091,-0.045,0,0.038,-0.0001,0,2225.3112,28.28120412,-16.51555056,221,0.0027,0,No notes.,2484.9781
FA05,pablo,B-28,2024/05/03,16:11:43,2484.977101,0,-0.092,-0.045,0,0.038,-0.0001,0,2225.3112,28.28120412,-16.51555056,238,0.0021,0,No notes.,2484.977101
FA06,pablo,B-28,2024/05/03,16:21:56,2484.956867,0,-0.121,-0.044,0,0.038,0.0007,0,2225.4316,28.28124865,-16.51566558,78,0.0028,0,No notes.,2484.956867
FA06,pablo,B-28,2024/05/03,16:23:51,2484.961876,0,-0.116,-0.044,0,0.038,0.0004,0,2225.4316,28.28124865,-16.51566558,193,0.002,0,No notes.,2484.961876
FA06,pablo,B-28,2024/05/03,16:25:20,2484.958883,0,-0.119,-0.043,0,0.038,-0.0002,0,2225.4316,28.28124865,-16.51566558,282,0.0037,0,No notes.,2484.958883
FA06,pablo,B-28,2024/05/03,16:25:53,2484.964886,0,-0.114,-0.043,0,0.038,-0.0001,0,2225.4316,28.28124865,-16.51566558,315,0.0027,0,No notes.,2484.964886
FA06,pablo,B-28,2024/05/03,16:26:15,2484.959888,0,-0.119,-0.043,0,0.038,-0.0048,0,2225.4316,28.28124865,-16.51566558,337,0.0126,0,No notes.,2484.959888
FA06,pablo,B-28,2024/05/03,16:26:33,2484.964889,0,-0.113,-0.043,0,0.038,0.0006,0,2225.4316,28.28124865,-16.51566558,355,0.003,0,No notes.,2484.964889
FA06,pablo,B-28,2024/05/03,16:26:54,2484.962891,0,-0.115,-0.043,0,0.038,-0.0007,0,2225.4316,28.28124865,-16.51566558,376,0.0071,0,No notes.,2484.962891
FA06,pablo,B-28,2024/05/03,16:27:10,2484.960892,0,-0.118,-0.043,0,0.038,0.0,0,2225.4316,28.28124865,-16.51566558,392,0.0067,0,No notes.,2484.960892
FA06,pablo,B-28,2024/05/03,16:27:30,2484.961894,0,-0.117,-0.043,0,0.038,-0.0002,0,2225.4316,28.28124865,-16.51566558,412,0.0035,0,No notes.,2484.961894
FA06,pablo,B-28,2024/05/03,16:27:47,2484.957895,0,-0.121,-0.043,0,0.038,0.0001,0,2225.4316,28.28124865,-16.51566558,429,0.0025,0,No notes.,2484.957895
FA07,pablo,B-28,2024/05/03,16:46:51,2485.054989,0,-0.028,-0.038,0,0.038,-0.0048,0,2226.5355,28.28139301,-16.51597592,68,0.0092,0,No notes.,2485.054989
FA07,pablo,B-28,2024/05/03,16:47:23,2485.063992,0,-0.019,-0.038,0,0.038,0.0003,0,2226.5355,28.28139301,-16.51597592,100,0.0038,0,No notes.,2485.063992
FA07,pablo,B-28,2024/05/03,16:47:47,2485.060994,0,-0.022,-0.038,0,0.038,-0.0007,0,2226.5355,28.28139301,-16.51597592,124,0.0047,0,No notes.,2485.060994
FA07,pablo,B-28,2024/05/03,16:48:55,2485.058999,0,-0.025,-0.038,0,0.038,0.0005,0,2226.5355,28.28139301,-16.51597592,192,0.0025,0,No notes.,2485.058999
FA07,pablo,B-28,2024/05/03,16:49:20,2485.060001,0,-0.024,-0.038,0,0.038,0.0003,0,2226.5355,28.28139301,-16.51597592,217,0.0041,0,No notes.,2485.060001
FA07,pablo,B-28,2024/05/03,16:49:49,2485.057004,0,-0.028,-0.037,0,0.038,-0.0005,0,2226.5355,28.28139301,-16.51597592,246,0.0038,0,No notes.,2485.057004
FA07,pablo,B-28,2024/05/03,16:50:18,2485.057006,0,-0.027,-0.037,0,0.038,-0.0002,0,2226.5355,28.28139301,-16.51597592,275,0.0048,0,No notes.,2485.057006
FA07,pablo,B-28,2024/05/03,16:50:34,2485.059007,0,-0.025,-0.037,0,0.038,0.0003,0,2226.5355,28.28139301,-16.51597592,291,0.0034,0,No notes.,2485.059007
CHIP,pablo,B-28,2024/05/03,17:29:46,2522.022719,0,-0.071,-0.022,0,0.038,-0.0003,0,1946.8109,28.37399983,-16.46387039,66,0.0045,0,No notes.,2522.022719
CHIP,pablo,B-28,2024/05/03,17:30:04,2522.02572,0,-0.068,-0.022,0,0.038,0.0003,0,1946.8109,28.37399983,-16.46387039,84,0.0026,0,No notes.,2522.02572
CHIP,pablo,B-28,2024/05/03,17:30:30,2522.026722,0,-0.067,-0.022,0,0.038,0.0002,0,1946.8109,28.37399983,-16.46387039,110,0.0044,0,No notes.,2522.026722
CHIP,pablo,B-28,2024/05/03,17:30:46,2522.026724,0,-0.067,-0.022,0,0.038,-0.0004,0,1946.8109,28.37399983,-16.46387039,126,0.003,0,No notes.,2522.026724
CHIP,pablo,B-28,2024/05/03,17:31:03,2522.027725,0,-0.067,-0.021,0,0.038,0.0001,0,1946.8109,28.37399983,-16.46387039,143,0.0038,0,No notes.,2522.027725
CHIP,pablo,B-28,2024/05/03,17:31:18,2522.026726,0,-0.067,-0.021,0,0.038,0.0002,0,1946.8109,28.37399983,-16.46387039,158,0.0043,0,No notes.,2522.026726
CHIP,pablo,B-28,2024/05/03,17:31:34,2522.027728,0,-0.066,-0.021,0,0.038,0.0002,0,1946.8109,28.37399983,-16.46387039,174,0.0049,0,No notes.,2522.027728
CHIP,pablo,B-28,2024/05/03,17:31:50,2522.029729,0,-0.065,-0.021,0,0.038,0.0005,0,1946.8109,28.37399983,-16.46387039,190,0.0031,0,No notes.,2522.029729
GUI00,pablo,B-28,2024/05/06,12:01:52,2806.043416,0,0.725,0.185,0,0.038,-0.0063,0,689.5296,28.30673864,-16.4364392,97,0.0079,0,No notes.,2806.043416
GUI00,pablo,B-28,2024/05/06,12:02:36,2806.085419,0,0.767,0.185,0,0.038,0.0072,0,689.5296,28.30673864,-16.4364392,141,0.007,0,No notes.,2806.085419
GUI00,pablo,B-28,2024/05/06,12:03:03,2806.08242,0,0.764,0.185,0,0.038,-0.0008,0,689.5296,28.30673864,-16.4364392,168,0.0033,0,No notes.,2806.08242
GUI00,pablo,B-28,2024/05/06,12:03:58,2806.079424,0,0.761,0.185,0,0.038,0.0,0,689.5296,28.30673864,-16.4364392,223,0.0022,0,No notes.,2806.079424
GUI00,pablo,B-28,2024/05/06,12:05:22,2806.077429,0,0.759,0.185,0,0.038,-0.0002,0,689.5296,28.30673864,-16.4364392,307,0.004,0,No notes.,2806.077429
GUI00,pablo,B-28,2024/05/06,12:05:57,2806.073431,0,0.755,0.185,0,0.038,-0.0001,0,689.5296,28.30673864,-16.4364392,342,0.0032,0,No notes.,2806.073431
GUI00,pablo,B-28,2024/05/06,12:06:51,2806.075435,0,0.757,0.185,0,0.038,0.0008,0,689.5296,28.30673864,-16.4364392,396,0.0023,0,No notes.,2806.075435
GUI01,pablo,B-28,2024/05/06,12:49:35,2777.058449,0,0.749,0.174,0,0.038,-0.0048,0,834.8216,28.32058094,-16.43988985,73,0.0075,0,No notes.,2777.058449
GUI01,pablo,B-28,2024/05/06,12:49:53,2777.061451,0,0.753,0.174,0,0.038,-0.0003,0,834.8216,28.32058094,-16.43988985,91,0.0047,0,No notes.,2777.061451
GUI01,pablo,B-28,2024/05/06,12:50:10,2777.060452,0,0.751,0.174,0,0.037,-0.0003,0,834.8216,28.32058094,-16.43988985,108,0.003,1,No notes.,2777.060452
GUI01,pablo,B-28,2024/05/06,12:50:41,2777.060454,0,0.751,0.174,0,0.037,0.0001,0,834.8216,28.32058094,-16.43988985,139,0.0033,1,No notes.,2777.060454
GUI01,pablo,B-28,2024/05/06,12:51:31,2777.064457,0,0.756,0.174,0,0.037,0.0003,0,834.8216,28.32058094,-16.43988985,189,0.0046,3,No notes.,2777.064457
GUI01,pablo,B-28,2024/05/06,12:51:52,2777.062458,0,0.755,0.173,0,0.036,0.0001,0,834.8216,28.32058094,-16.43988985,210,0.0016,4,No notes.,2777.062458
GUI01,pablo,B-28,2024/05/06,12:52:17,2777.05946,0,0.752,0.173,0,0.036,-0.0001,0,834.8216,28.32058094,-16.43988985,235,0.003,5,No notes.,2777.05946
GUI01,pablo,B-28,2024/05/06,12:52:48,2777.060462,0,0.753,0.173,0,0.036,0.0001,0,834.8216,28.32058094,-16.43988985,266,0.0054,6,No notes.,2777.060462
GUI01,pablo,B-28,2024/05/06,12:53:18,2777.055464,0,0.75,0.173,0,0.036,-0.0009,0,834.8216,28.32058094,-16.43988985,296,0.0055,6,No notes.,2777.055464
GUI01,pablo,B-28,2024/05/06,12:53:39,2777.053465,0,0.748,0.172,0,0.036,-0.0004,0,834.8216,28.32058094,-16.43988985,317,0.0031,6,No notes.,2777.053465
GUI01,pablo,B-28,2024/05/06,12:53:56,2777.052466,0,0.747,0.172,0,0.035,-0.0001,0,834.8216,28.32058094,-16.43988985,334,0.005,8,No notes.,2777.052466
GUI01,pablo,B-28,2024/05/06,12:54:24,2777.046468,0,0.742,0.172,0,0.035,-0.001,0,834.8216,28.32058094,-16.43988985,362,0.0033,8,No notes.,2777.046468
GUI01,pablo,B-28,2024/05/06,12:54:42,2777.037469,0,0.734,0.172,0,0.035,-0.0011,0,834.8216,28.32058094,-16.43988985,380,0.0043,9,No notes.,2777.037469
GUI01,pablo,B-28,2024/05/06,12:55:06,2777.03747,0,0.734,0.172,0,0.034,-0.0004,0,834.8216,28.32058094,-16.43988985,404,0.0034,10,No notes.,2777.03747
GUI02,pablo,B-28,2024/05/06,13:21:12,2660.993951,0,0.708,0.156,0,0.033,-0.0138,0,1376.7636,28.31643457,-16.45811942,189,0.0158,14,No notes.,2660.993951
GUI02,pablo,B-28,2024/05/06,13:21:32,2660.987953,0,0.703,0.156,0,0.033,0.0005,0,1376.7636,28.31643457,-16.45811942,209,0.0027,14,No notes.,2660.987953
GUI02,pablo,B-28,2024/05/06,13:21:56,2660.990954,0,0.706,0.156,0,0.032,0.0011,0,1376.7636,28.31643457,-16.45811942,233,0.0024,15,No notes.,2660.990954
GUI02,pablo,B-28,2024/05/06,13:22:20,2660.987956,0,0.703,0.155,0,0.032,0.0003,0,1376.7636,28.31643457,-16.45811942,257,0.0029,15,No notes.,2660.987956
GUI02,pablo,B-28,2024/05/06,13:22:52,2660.984958,0,0.701,0.155,0,0.032,-0.0002,0,1376.7636,28.31643457,-16.45811942,289,0.0031,16,No notes.,2660.984958
GUI02,pablo,B-28,2024/05/06,13:23:09,2660.984959,0,0.702,0.155,0,0.032,-0.0001,0,1376.7636,28.31643457,-16.45811942,306,0.003,17,No notes.,2660.984959
GUI02,pablo,B-28,2024/05/06,13:23:25,2660.98196,0,0.699,0.154,0,0.032,-0.0007,0,1376.7636,28.31643457,-16.45811942,322,0.003,17,No notes.,2660.98196
GUI02,pablo,B-28,2024/05/06,13:23:54,2660.981962,0,0.699,0.154,0,0.031,-0.0001,0,1376.7636,28.31643457,-16.45811942,351,0.0031,18,No notes.,2660.981962
GUI02,pablo,B-28,2024/05/06,13:24:18,2660.978963,0,0.697,0.154,0,0.031,-0.0004,0,1376.7636,28.31643457,-16.45811942,375,0.0027,19,No notes.,2660.978963
GUI02,pablo,B-28,2024/05/06,13:24:35,2660.976964,0,0.696,0.154,0,0.031,-0.0004,0,1376.7636,28.31643457,-16.45811942,392,0.0025,19,No notes.,2660.976964
GUI02,pablo,B-28,2024/05/06,13:24:55,2660.974965,0,0.694,0.153,0,0.031,-0.0004,0,1376.7636,28.31643457,-16.45811942,412,0.0029,20,No notes.,2660.974965
GUI03,pablo,B-28,2024/05/06,13:55:00,2726.923685,0,0.668,0.128,0,0.033,-0.0007,0,1068.7221,28.31872341,-16.4477863,111,0.0024,12,No notes.,2726.923685
GUI03,pablo,B-28,2024/05/06,13:55:18,2726.923686,0,0.669,0.128,0,0.034,0.0,0,1068.7221,28.31872341,-16.4477863,129,0.0024,11,No notes.,2726.923686
GUI03,pablo,B-28,2024/05/06,13:55:34,2726.923687,0,0.669,0.128,0,0.033,0.0005,0,1068.7221,28.31872341,-16.4477863,145,0.0035,13,No notes.,2726.923687
GUI03,pablo,B-28,2024/05/06,13:55:50,2726.922688,0,0.669,0.128,0,0.033,0.0001,0,1068.7221,28.31872341,-16.4477863,161,0.004,14,No notes.,2726.922688
GUI03,pablo,B-28,2024/05/06,13:56:06,2726.922689,0,0.669,0.127,0,0.033,-0.0003,0,1068.7221,28.31872341,-16.4477863,177,0.0019,14,No notes.,2726.922689
GUI03,pablo,B-28,2024/05/06,13:56:24,2726.922691,0,0.669,0.127,0,0.033,0.0,0,1068.7221,28.31872341,-16.4477863,195,0.0022,14,No notes.,2726.922691
GUI03,pablo,B-28,2024/05/06,13:56:39,2726.922691,0,0.669,0.127,0,0.033,0.0,0,1068.7221,28.31872341,-16.4477863,210,0.0023,13,No notes.,2726.922691
GUI03,pablo,B-28,2024/05/06,13:57:00,2726.919693,0,0.667,0.127,0,0.033,0.0002,0,1068.7221,28.31872341,-16.4477863,231,0.0175,14,No notes.,2726.919693
GUI03,pablo,B-28,2024/05/06,13:57:16,2726.921694,0,0.668,0.126,0,0.033,-0.0016,0,1068.7221,28.31872341,-16.4477863,247,0.0032,13,No notes.,2726.921694
GUI04,pablo,B-28,2024/05/06,15:41:22,2641.794703,0,0.649,0.013,0,0.038,-0.0051,0,1496.8793,28.34209186,-16.45900712,57,0.0091,0,No notes.,2641.794703
GUI04,pablo,B-28,2024/05/06,15:42:00,2641.802705,0,0.657,0.013,0,0.038,0.0002,0,1496.8793,28.34209186,-16.45900712,95,0.0021,0,No notes.,2641.802705
GUI04,pablo,B-28,2024/05/06,15:42:42,2641.800708,0,0.656,0.012,0,0.038,0.0,0,1496.8793,28.34209186,-16.45900712,137,0.0028,0,No notes.,2641.800708
GUI04,pablo,B-28,2024/05/06,15:43:00,2641.801709,0,0.658,0.011,0,0.038,0.0003,0,1496.8793,28.34209186,-16.45900712,155,0.0015,0,No notes.,2641.801709
GUI04,pablo,B-28,2024/05/06,15:43:20,2641.80171,0,0.658,0.011,0,0.038,-0.0001,0,1496.8793,28.34209186,-16.45900712,175,0.0028,0,No notes.,2641.80171
GUI04,pablo,B-28,2024/05/06,15:43:36,2641.801711,0,0.659,0.011,0,0.038,0.0003,0,1496.8793,28.34209186,-16.45900712,191,0.0026,0,No notes.,2641.801711
GUI04,pablo,B-28,2024/05/06,15:44:05,2641.802713,0,0.66,0.01,0,0.038,0.0001,0,1496.8793,28.34209186,-16.45900712,220,0.0028,0,No notes.,2641.802713
GUI04,pablo,B-28,2024/05/06,15:44:24,2641.802714,0,0.66,0.01,0,0.038,0.0,0,1496.8793,28.34209186,-16.45900712,239,0.0031,0,No notes.,2641.802714
GUI04,pablo,B-28,2024/05/06,15:44:46,2641.802715,0,0.661,0.009,0,0.038,0.0,0,1496.8793,28.34209186,-16.45900712,261,0.0022,0,No notes.,2641.802715
GUI04,pablo,B-28,2024/05/06,15:45:03,2641.802717,0,0.661,0.009,0,0.038,0.0,0,1496.8793,28.34209186,-16.45900712,278,0.0019,0,No notes.,2641.802717
GUI04,pablo,B-28,2024/05/06,15:45:19,2641.801718,0,0.661,0.009,0,0.038,0.0001,0,1496.8793,28.34209186,-16.45900712,294,0.0029,0,No notes.,2641.801718
GUI04,pablo,B-28,2024/05/06,15:45:39,2641.801719,0,0.661,0.008,0,0.038,0.0,0,1496.8793,28.34209186,-16.45900712,314,0.0022,0,No notes.,2641.801719
GUI04,pablo,B-28,2024/05/06,15:45:56,2641.80172,0,0.661,0.008,0,0.038,0.0001,0,1496.8793,28.34209186,-16.45900712,331,0.0033,0,No notes.,2641.80172
GUI04,pablo,B-28,2024/05/06,15:46:12,2641.800721,0,0.66,0.008,0,0.038,-0.0002,0,1496.8793,28.34209186,-16.45900712,347,0.0022,0,No notes.,2641.800721
GUI04,pablo,B-28,2024/05/06,15:46:34,2641.799722,0,0.66,0.008,0,0.038,0.0001,0,1496.8793,28.34209186,-16.45900712,369,0.0034,0,No notes.,2641.799722
GUI04,pablo,B-28,2024/05/06,15:46:52,2641.798723,0,0.659,0.007,0,0.038,-0.0001,0,1496.8793,28.34209186,-16.45900712,387,0.0026,0,No notes.,2641.798723
GUI04,pablo,B-28,2024/05/06,15:47:08,2641.798724,0,0.66,0.007,0,0.038,0.0001,0,1496.8793,28.34209186,-16.45900712,403,0.002,0,No notes.,2641.798724
GUI05,pablo,B-28,2024/05/06,16:17:29,2675.547577,0,1.424,-0.025,0,0.038,0.162,0,1331.5884,28.33991031,-16.45188898,237,1.3291,0,No notes.,2675.547577
GUI05,pablo,B-28,2024/05/06,16:18:11,2674.77358,0,0.65,-0.025,0,0.038,-0.0009,0,1331.5884,28.33991031,-16.45188898,279,0.0019,0,No notes.,2674.77358
GUI05,pablo,B-28,2024/05/06,16:18:33,2674.773581,0,0.651,-0.026,0,0.038,0.0001,0,1331.5884,28.33991031,-16.45188898,301,0.0034,0,No notes.,2674.773581
GUI05,pablo,B-28,2024/05/06,16:19:04,2674.771583,0,0.65,-0.026,0,0.038,-0.0003,0,1331.5884,28.33991031,-16.45188898,332,0.002,0,No notes.,2674.771583
GUI05,pablo,B-28,2024/05/06,16:19:25,2674.769584,0,0.648,-0.027,0,0.038,0.0,0,1331.5884,28.33991031,-16.45188898,353,0.0023,0,No notes.,2674.769584
GUI05,pablo,B-28,2024/05/06,16:19:47,2674.768586,0,0.648,-0.027,0,0.038,-0.0001,0,1331.5884,28.33991031,-16.45188898,375,0.0028,0,No notes.,2674.768586
GUI05,pablo,B-28,2024/05/06,16:20:05,2674.770587,0,0.65,-0.028,0,0.038,0.0004,0,1331.5884,28.33991031,-16.45188898,393,0.0019,0,No notes.,2674.770587
GUI05,pablo,B-28,2024/05/06,16:20:25,2674.771588,0,0.651,-0.028,0,0.038,0.0,0,1331.5884,28.33991031,-16.45188898,413,0.0018,0,No notes.,2674.771588
GUI05,pablo,B-28,2024/05/06,16:21:20,2674.771591,0,0.651,-0.028,0,0.038,-0.0002,0,1331.5884,28.33991031,-16.45188898,468,0.002,0,No notes.,2674.771591
GUI05,pablo,B-28,2024/05/06,16:21:37,2674.770592,0,0.651,-0.029,0,0.038,0.0003,0,1331.5884,28.33991031,-16.45188898,485,0.0019,0,No notes.,2674.770592
GUI06,pablo,B-28,2024/05/06,16:51:38,2701.723349,0,0.647,-0.056,0,0.038,-0.0004,0,1209.9278,28.33286698,-16.45398799,112,0.0045,0,No notes.,2701.723349
GUI06,pablo,B-28,2024/05/06,16:52:04,2701.72035,0,0.645,-0.056,0,0.038,0.0,0,1209.9278,28.33286698,-16.45398799,137,0.0022,0,No notes.,2701.72035
GUI06,pablo,B-28,2024/05/06,16:52:27,2701.721352,0,0.646,-0.057,0,0.038,-0.0003,0,1209.9278,28.33286698,-16.45398799,160,0.0039,0,No notes.,2701.721352
GUI06,pablo,B-28,2024/05/06,16:53:02,2701.719354,0,0.644,-0.057,0,0.038,-0.0002,0,1209.9278,28.33286698,-16.45398799,195,0.0021,0,No notes.,2701.719354
GUI06,pablo,B-28,2024/05/06,16:53:19,2701.718355,0,0.644,-0.057,0,0.038,-0.0003,0,1209.9278,28.33286698,-16.45398799,212,0.0029,0,No notes.,2701.718355
GUI06,pablo,B-28,2024/05/06,16:53:37,2701.719356,0,0.645,-0.058,0,0.038,0.0003,0,1209.9278,28.33286698,-16.45398799,231,0.0027,0,No notes.,2701.719356
GUI06,pablo,B-28,2024/05/06,16:54:04,2701.719358,0,0.645,-0.058,0,0.038,-0.0001,0,1209.9278,28.33286698,-16.45398799,257,0.0018,0,No notes.,2701.719358
GUI06,pablo,B-28,2024/05/06,16:54:21,2701.718359,0,0.644,-0.058,0,0.038,0.0003,0,1209.9278,28.33286698,-16.45398799,275,0.0026,0,No notes.,2701.718359
GUI06,pablo,B-28,2024/05/06,16:54:50,2701.720361,0,0.646,-0.058,0,0.038,0.0001,0,1209.9278,28.33286698,-16.45398799,303,0.0027,0,No notes.,2701.720361
GUI06,pablo,B-28,2024/05/06,16:55:14,2701.718362,0,0.645,-0.059,0,0.038,0.0,0,1209.9278,28.33286698,-16.45398799,327,0.0015,0,No notes.,2701.718362
GUI06,pablo,B-28,2024/05/06,16:55:33,2701.717363,0,0.644,-0.059,0,0.038,-0.0001,0,1209.9278,28.33286698,-16.45398799,347,0.0024,0,No notes.,2701.717363
GUI06,pablo,B-28,2024/05/06,16:55:49,2701.715364,0,0.643,-0.059,0,0.038,-0.0002,0,1209.9278,28.33286698,-16.45398799,363,0.0033,0,No notes.,2701.715364
GUI06,pablo,B-28,2024/05/06,16:56:11,2701.715366,0,0.643,-0.06,0,0.038,0.0002,0,1209.9278,28.33286698,-16.45398799,384,0.0023,0,No notes.,2701.715366
GUI06,pablo,B-28,2024/05/06,16:56:27,2701.714367,0,0.642,-0.06,0,0.038,0.0,0,1209.9278,28.33286698,-16.45398799,400,0.0023,0,No notes.,2701.714367
GUI07,pablo,B-28,2024/05/08,08:45:39,2818.850275,0,0.736,-0.029,0,0.038,0.0017,0,625.4108,28.45425389,-16.32689807,124,0.0086,0,No notes.,2818.850275
GUI07,pablo,B-28,2024/05/08,08:46:12,2818.843277,0,0.728,-0.028,0,0.038,0.0032,0,625.4108,28.45425389,-16.32689807,157,0.0094,0,No notes.,2818.843277
GUI07,pablo,B-28,2024/05/08,08:46:43,2818.852279,0,0.736,-0.027,0,0.038,-0.0004,0,625.4108,28.45425389,-16.32689807,188,0.0064,0,No notes.,2818.852279
GUI07,pablo,B-28,2024/05/08,08:47:09,2818.85228,0,0.736,-0.027,0,0.038,-0.0002,0,625.4108,28.45425389,-16.32689807,214,0.0051,0,No notes.,2818.85228
GUI07,pablo,B-28,2024/05/08,08:47:29,2818.853281,0,0.736,-0.026,0,0.038,0.0006,0,625.4108,28.45425389,-16.32689807,234,0.0072,0,No notes.,2818.853281
GUI07,pablo,B-28,2024/05/08,08:47:55,2818.850282,0,0.733,-0.026,0,0.038,-0.0013,0,625.4108,28.45425389,-16.32689807,260,0.0091,0,No notes.,2818.850282
GUI07,pablo,B-28,2024/05/08,08:48:37,2818.849284,0,0.732,-0.025,0,0.038,0.0054,0,625.4108,28.45425389,-16.32689807,302,0.0109,0,No notes.,2818.849284
GUI07,pablo,B-28,2024/05/08,08:48:53,2818.852285,0,0.734,-0.025,0,0.038,-0.001,0,625.4108,28.45425389,-16.32689807,318,0.0067,0,No notes.,2818.852285
GUI07,pablo,B-28,2024/05/08,08:49:53,2818.853288,0,0.734,-0.024,0,0.038,0.0015,0,625.4108,28.45425389,-16.32689807,378,0.0069,0,No notes.,2818.853288
GUI07,pablo,B-28,2024/05/08,08:50:11,2818.851289,0,0.731,-0.023,0,0.038,-0.0006,0,625.4108,28.45425389,-16.32689807,396,0.0083,0,No notes.,2818.851289
GUI07,pablo,B-28,2024/05/08,08:50:33,2818.83329,0,0.713,-0.023,0,0.038,-0.0019,0,625.4108,28.45425389,-16.32689807,418,0.0097,0,No notes.,2818.83329
GUI07,pablo,B-28,2024/05/08,08:50:59,2818.850292,0,0.73,-0.023,0,0.038,0.0019,0,625.4108,28.45425389,-16.32689807,444,0.0069,0,No notes.,2818.850292
GUI07,pablo,B-28,2024/05/08,08:51:22,2818.848293,0,0.727,-0.022,0,0.038,-0.0001,0,625.4108,28.45425389,-16.32689807,467,0.0091,0,No notes.,2818.848293
GUI07,pablo,B-28,2024/05/08,08:51:50,2818.847294,0,0.726,-0.022,0,0.038,-0.0006,0,625.4108,28.45425389,-16.32689807,495,0.0079,0,No notes.,2818.847294
GUI07,pablo,B-28,2024/05/08,08:52:07,2818.846295,0,0.725,-0.021,0,0.038,-0.0001,0,625.4108,28.45425389,-16.32689807,512,0.0033,0,No notes.,2818.846295
GUI07,pablo,B-28,2024/05/08,08:52:24,2818.846296,0,0.724,-0.021,0,0.038,-0.0003,0,625.4108,28.45425389,-16.32689807,529,0.0054,0,No notes.,2818.846296
GUI07,pablo,B-28,2024/05/08,08:52:41,2818.846297,0,0.724,-0.021,0,0.038,0.0006,0,625.4108,28.45425389,-16.32689807,546,0.0071,0,No notes.,2818.846297
GUI08,pablo,B-28,2024/05/08,09:19:50,2808.874837,0,0.725,0.009,0,0.038,-0.001,0,667.7622,28.43513265,-16.34008908,109,0.0053,0,No notes.,2808.874837
GUI08,pablo,B-28,2024/05/08,09:20:05,2808.871838,0,0.721,0.009,0,0.038,-0.0005,0,667.7622,28.43513265,-16.34008908,124,0.0034,0,No notes.,2808.871838
GUI08,pablo,B-28,2024/05/08,09:20:21,2808.873839,0,0.723,0.009,0,0.038,0.0003,0,667.7622,28.43513265,-16.34008908,140,0.0021,0,No notes.,2808.873839
GUI08,pablo,B-28,2024/05/08,09:20:39,2808.87284,0,0.721,0.01,0,0.038,-0.0005,0,667.7622,28.43513265,-16.34008908,158,0.0037,0,No notes.,2808.87284
GUI08,pablo,B-28,2024/05/08,09:20:56,2808.871841,0,0.72,0.01,0,0.038,0.0,0,667.7622,28.43513265,-16.34008908,175,0.0032,0,No notes.,2808.871841
GUI08,pablo,B-28,2024/05/08,09:21:22,2808.872842,0,0.721,0.01,0,0.038,0.0,0,667.7622,28.43513265,-16.34008908,201,0.0032,0,No notes.,2808.872842
GUI08,pablo,B-28,2024/05/08,09:21:40,2808.872843,0,0.72,0.011,0,0.038,0.0009,0,667.7622,28.43513265,-16.34008908,219,0.0052,0,No notes.,2808.872843
GUI08,pablo,B-28,2024/05/08,09:21:56,2808.869844,0,0.717,0.011,0,0.038,-0.0008,0,667.7622,28.43513265,-16.34008908,235,0.0032,0,No notes.,2808.869844
GUI08,pablo,B-28,2024/05/08,09:22:20,2808.871845,0,0.719,0.012,0,0.038,0.0003,0,667.7622,28.43513265,-16.34008908,259,0.002,0,No notes.,2808.871845
GUI08,pablo,B-28,2024/05/08,09:22:42,2808.869846,0,0.716,0.012,0,0.038,0.0002,0,667.7622,28.43513265,-16.34008908,281,0.0047,0,No notes.,2808.869846
GUI08,pablo,B-28,2024/05/08,09:23:01,2808.868847,0,0.715,0.012,0,0.038,-0.0003,0,667.7622,28.43513265,-16.34008908,300,0.0028,0,No notes.,2808.868847
GUI08,pablo,B-28,2024/05/08,09:23:20,2808.869848,0,0.716,0.013,0,0.038,0.0002,0,667.7622,28.43513265,-16.34008908,319,0.004,0,No notes.,2808.869848
GUI08,pablo,B-28,2024/05/08,09:23:35,2808.868849,0,0.714,0.013,0,0.038,-0.0001,0,667.7622,28.43513265,-16.34008908,334,0.0019,0,No notes.,2808.868849
GUI08,pablo,B-28,2024/05/08,09:23:59,2808.86885,0,0.714,0.013,0,0.038,-0.0003,0,667.7622,28.43513265,-16.34008908,358,0.0036,0,No notes.,2808.86885
GUI08,pablo,B-28,2024/05/08,09:24:24,2808.868851,0,0.713,0.014,0,0.038,0.0008,0,667.7622,28.43513265,-16.34008908,383,0.0026,0,No notes.,2808.868851
GUI08,pablo,B-28,2024/05/08,09:24:43,2808.865852,0,0.709,0.014,0,0.038,-0.0002,0,667.7622,28.43513265,-16.34008908,402,0.004,0,No notes.,2808.865852
GUI09,pablo,B-28,2024/05/08,09:50:35,2828.878475,0,0.691,0.045,0,0.038,-0.0015,0,535.9987,28.4112482,-16.34804163,187,0.0127,0,No notes.,2828.878475
