Station ID,Observer ID,Serial Number,Date,Time,ObsG,Dial,Feedback Correction,Earthtide Correction,Level Correction,Temperature Correction,Beam Error,Height,Elevation,Latitude,Longitude,Elapsed Time,Standard Deviation,Temperature Frequency,Note
FA06,pablo,B-28,2024/05/03,16:26:33,-0.035111,2485,-0.113,-0.043,0,0.038,0.0006,0,2225.4316,28.28124865,-16.51566558,355,0.003,0,No notes.
FA06,pablo,B-28,2024/05/03,16:26:54,-0.037109,2485,-0.115,-0.043,0,0.038,-0.0007,0,2225.4316,28.28124865,-16.51566558,376,0.0071,0,No notes.
FA06,pablo,B-28,2024/05/03,16:27:10,-0.039108,2485,-0.118,-0.043,0,0.038,0.0,0,2225.4316,28.28124865,-16.51566558,392,0.0067,0,No notes.
FA06,pablo,B-28,2024/05/03,16:27:30,-0.038106,2485,-0.117,-0.043,0,0.038,-0.0002,0,2225.4316,28.28124865,-16.51566558,412,0.0035,0,No notes.
FA06,pablo,B-28,2024/05/03,16:27:47,-0.042105,2485,-0.121,-0.043,0,0.038,0.0001,0,2225.4316,28.28124865,-16.51566558,429,0.0025,0,No notes.
FA07,pablo,B-28,2024/05/03,16:46:51,0.054989,2485,-0.028,-0.038,0,0.038,-0.0048,0,2226.5355,28.28139301,-16.51597592,68,0.0092,0,No notes.
FA07,pablo,B-28,2024/05/03,16:47:23,0.063992,2485,-0.019,-0.038,0,0.038,0.0003,0,2226.5355,28.28139301,-16.51597592,100,0.0038,0,No notes.
FA07,pablo,B-28,2024/05/03,16:47:47,0.060994,2485,-0.022,-0.038,0,0.038,-0.0007,0,2226.5355,28.28139301,-16.51597592,124,0.0047,0,No notes.
FA07,pablo,B-28,2024/05/03,16:48:55,0.058999,2485,-0.025,-0.038,0,0.038,0.0005,0,2226.5355,28.28139301,-16.51597592,192,0.0025,0,No notes.
FA07,pablo,B-28,2024/05/03,16:49:20,0.060001,2485,-0.024,-0.038,0,0.038,0.0003,0,2226.5355,28.28139301,-16.51597592,217,0.0041,0,No notes.
FA07,pablo,B-28,2024/05/03,16:49:49,0.057004,2485,-0.028,-0.037,0,0.038,-0.0005,0,2226.5355,28.28139301,-16.51597592,246,0.0038,0,No notes.
FA07,pablo,B-28,2024/05/03,16:50:18,0.057006,2485,-0.027,-0.037,0,0.038,-0.0002,0,2226.5355,28.28139301,-16.51597592,275,0.0048,0,No notes.
FA07,pablo,B-28,2024/05/03,16:50:34,0.059007,2485,-0.025,-0.037,0,0.038,0.0003,0,2226.5355,28.28139301,-16.51597592,291,0.0034,0,No notes.
CHIP,pablo,B-28,2024/05/03,17:29:46,0.022719,2522,-0.071,-0.022,0,0.038,-0.0003,0,1946.8109,28.37399983,-16.46387039,66,0.0045,0,No notes.
CHIP,pablo,B-28,2024/05/03,17:30:04,0.02572,2522,-0.068,-0.022,0,0.038,0.0003,0,1946.8109,28.37399983,-16.46387039,84,0.0026,0,No notes.
CHIP,pablo,B-28,2024/05/03,17:30:30,0.026722,2522,-0.067,-0.022,0,0.038,0.0002,0,1946.8109,28.37399983,-16.46387039,110,0.0044,0,No notes.
CHIP,pablo,B-28,2024/05/03,17:30:46,0.026724,2522,-0.067,-0.022,0,0.038,-0.0004,0,1946.8109,28.37399983,-16.46387039,126,0.003,0,No notes.
CHIP,pablo,B-28,2024/05/03,17:31:03,0.027725,2522,-0.067,-0.021,0,0.038,0.0001,0,1946.8109,28.37399983,-16.46387039,143,0.0038,0,No notes.
CHIP,pablo,B-28,2024/05/03,17:31:18,0.026726,2522,-0.067,-0.021,0,0.038,0.0002,0,1946.8109,28.37399983,-16.46387039,158,0.0043,0,No notes.
CHIP,pablo,B-28,2024/05/03,17:31:34,0.027728,2522,-0.066,-0.021,0,0.038,0.0002,0,1946.8109,28.37399983,-16.46387039,174,0.0049,0,No notes.
CHIP,pablo,B-28,2024/05/03,17:31:50,0.029729,2522,-0.065,-0.021,0,0.038,0.0005,0,1946.8109,28.37399983,-16.46387039,190,0.0031,0,No notes.
GUI00,pablo,B-28,2024/05/06,12:01:52,1.043416,2805,0.725,0.185,0,0.038,-0.0063,0,689.5296,28.30673864,-16.4364392,97,0.0079,0,No notes.
GUI00,pablo,B-28,2024/05/06,12:02:36,1.085419,2805,0.767,0.185,0,0.038,0.0072,0,689.5296,28.30673864,-16.4364392,141,0.007,0,No notes.
GUI00,pablo,B-28,2024/05/06,12:03:03,1.08242,2805,0.764,0.185,0,0.038,-0.0008,0,689.5296,28.30673864,-16.4364392,168,0.0033,0,No notes.
GUI00,pablo,B-28,2024/05/06,12:03:58,1.079424,2805,0.761,0.185,0,0.038,0.0,0,689.5296,28.30673864,-16.4364392,223,0.0022,0,No notes.
GUI00,pablo,B-28,2024/05/06,12:05:22,1.077429,2805,0.759,0.185,0,0.038,-0.0002,0,689.5296,28.30673864,-16.4364392,307,0.004,0,No notes.
GUI00,pablo,B-28,2024/05/06,12:05:57,1.073431,2805,0.755,0.185,0,0.038,-0.0001,0,689.5296,28.30673864,-16.4364392,342,0.0032,0,No notes.
GUI00,pablo,B-28,2024/05/06,12:06:51,1.075435,2805,0.757,0.185,0,0.038,0.0008,0,689.5296,28.30673864,-16.4364392,396,0.0023,0,No notes.
GUI01,pablo,B-28,2024/05/06,12:49:35,1.058449,2776,0.749,0.174,0,0.038,-0.0048,0,834.8216,28.32058094,-16.43988985,73,0.0075,0,No notes.
GUI01,pablo,B-28,2024/05/06,12:49:53,1.061451,2776,0.753,0.174,0,0.038,-0.0003,0,834.8216,28.32058094,-16.43988985,91,0.0047,0,No notes.
GUI01,pablo,B-28,2024/05/06,12:50:10,1.060452,2776,0.751,0.174,0,0.037,-0.0003,0,834.8216,28.32058094,-16.43988985,108,0.003,1,No notes.
GUI01,pablo,B-28,2024/05/06,12:50:41,1.060454,2776,0.751,0.174,0,0.037,0.0001,0,834.8216,28.32058094,-16.43988985,139,0.0033,1,No notes.
GUI01,pablo,B-28,2024/05/06,12:51:31,1.064457,2776,0.756,0.174,0,0.037,0.0003,0,834.8216,28.32058094,-16.43988985,189,0.0046,3,No notes.
GUI01,pablo,B-28,2024/05/06,12:51:52,1.062458,2776,0.755,0.173,0,0.036,0.0001,0,834.8216,28.32058094,-16.43988985,210,0.0016,4,No notes.
GUI01,pablo,B-28,2024/05/06,12:52:17,1.05946,2776,0.752,0.173,0,0.036,-0.0001,0,834.8216,28.32058094,-16.43988985,235,0.003,5,No notes.
GUI01,pablo,B-28,2024/05/06,12:52:48,1.060462,2776,0.753,0.173,0,0.036,0.0001,0,834.8216,28.32058094,-16.43988985,266,0.0054,6,No notes.
GUI01,pablo,B-28,2024/05/06,12:53:18,1.055464,2776,0.75,0.173,0,0.036,-0.0009,0,834.8216,28.32058094,-16.43988985,296,0.0055,6,No notes.
GUI01,pablo,B-28,2024/05/06,12:53:39,1.053465,2776,0.748,0.172,0,0.036,-0.0004,0,834.8216,28.32058094,-16.43988985,317,0.0031,6,No notes.
GUI01,pablo,B-28,2024/05/06,12:53:56,1.052466,2776,0.747,0.172,0,0.035,-0.0001,0,834.8216,28.32058094,-16.43988985,334,0.005,8,No notes.
GUI01,pablo,B-28,2024/05/06,12:54:24,1.046468,2776,0.742,0.172,0,0.035,-0.001,0,834.8216,28.32058094,-16.43988985,362,0.0033,8,No notes.
GUI01,pablo,B-28,2024/05/06,12:54:42,1.037469,2776,0.734,0.172,0,0.035,-0.0011,0,834.8216,28.32058094,-16.43988985,380,0.0043,9,No notes.
GUI01,pablo,B-28,2024/05/06,12:55:06,1.03747,2776,0.734,0.172,0,0.034,-0.0004,0,834.8216,28.32058094,-16.43988985,404,0.0034,10,No notes.
GUI02,pablo,B-28,2024/05/06,13:21:12,0.993951,2660,0.708,0.156,0,0.033,-0.0138,0,1376.7636,28.31643457,-16.45811942,189,0.0158,14,No notes.
GUI02,pablo,B-28,2024/05/06,13:21:32,0.987953,2660,0.703,0.156,0,0.033,0.0005,0,1376.7636,28.31643457,-16.45811942,209,0.0027,14,No notes.
GUI02,pablo,B-28,2024/05/06,13:21:56,0.990954,2660,0.706,0.156,0,0.032,0.0011,0,1376.7636,28.31643457,-16.45811942,233,0.0024,15,No notes.
GUI02,pablo,B-28,2024/05/06,13:22:20,0.987956,2660,0.703,0.155,0,0.032,0.0003,0,1376.7636,28.31643457,-16.45811942,257,0.0029,15,No notes.
GUI02,pablo,B-28,2024/05/06,13:22:52,0.984958,2660,0.701,0.155,0,0.032,-0.0002,0,1376.7636,28.31643457,-16.45811942,289,0.0031,16,No notes.
GUI02,pablo,B-28,2024/05/06,13:23:09,0.984959,2660,0.702,0.155,0,0.032,-0.0001,0,1376.7636,28.31643457,-16.45811942,306,0.003,17,No notes.
GUI02,pablo,B-28,2024/05/06,13:23:25,0.98196,2660,0.699,0.154,0,0.032,-0.0007,0,1376.7636,28.31643457,-16.45811942,322,0.003,17,No notes.
GUI02,pablo,B-28,2024/05/06,13:23:54,0.981962,2660,0.699,0.154,0,0.031,-0.0001,0,1376.7636,28.31643457,-16.45811942,351,0.0031,18,No notes.
GUI02,pablo,B-28,2024/05/06,13:24:18,0.978963,2660,0.697,0.154,0,0.031,-0.0004,0,1376.7636,28.31643457,-16.45811942,375,0.0027,19,No notes.
GUI02,pablo,B-28,2024/05/06,13:24:35,0.976964,2660,0.696,0.154,0,0.031,-0.0004,0,1376.7636,28.31643457,-16.45811942,392,0.0025,19,No notes.
GUI02,pablo,B-28,2024/05/06,13:24:55,0.974965,2660,0.694,0.153,0,0.031,-0.0004,0,1376.7636,28.31643457,-16.45811942,412,0.0029,20,No notes.
GUI03,pablo,B-28,2024/05/06,13:55:00,0.923685,2726,0.668,0.128,0,0.033,-0.0007,0,1068.7221,28.31872341,-16.4477863,111,0.0024,12,No notes.
GUI03,pablo,B-28,2024/05/06,13:55:18,0.923686,2726,0.669,0.128,0,0.034,0.0,0,1068.7221,28.31872341,-16.4477863,129,0.0024,11,No notes.
GUI03,pablo,B-28,2024/05/06,13:55:34,0.923687,2726,0.669,0.128,0,0.033,0.0005,0,1068.7221,28.31872341,-16.4477863,145,0.0035,13,No notes.
GUI03,pablo,B-28,2024/05/06,13:55:50,0.922688,2726,0.669,0.128,0,0.033,0.0001,0,1068.7221,28.31872341,-16.4477863,161,0.004,14,No notes.
GUI03,pablo,B-28,2024/05/06,13:56:06,0.922689,2726,0.669,0.127,0,0.033,-0.0003,0,1068.7221,28.31872341,-16.4477863,177,0.0019,14,No notes.
GUI03,pablo,B-28,2024/05/06,13:56:24,0.922691,2726,0.669,0.127,0,0.033,0.0,0,1068.7221,28.31872341,-16.4477863,195,0.0022,14,No notes.
GUI03,pablo,B-28,2024/05/06,13:56:39,0.922691,2726,0.669,0.127,0,0.033,0.0,0,1068.7221,28.31872341,-16.4477863,210,0.0023,13,No notes.
GUI03,pablo,B-28,2024/05/06,13:57:00,0.919693,2726,0.667,0.127,0,0.033,0.0002,0,1068.7221,28.31872341,-16.4477863,231,0.0175,14,No notes.
GUI03,pablo,B-28,2024/05/06,13:57:16,0.921694,2726,0.668,0.126,0,0.033,-0.0016,0,1068.7221,28.31872341,-16.4477863,247,0.0032,13,No notes.
GUI04,pablo,B-28,2024/05/06,15:41:22,0.794703,2641,0.649,0.013,0,0.038,-0.0051,0,1496.8793,28.34209186,-16.45900712,57,0.0091,0,No notes.
GUI04,pablo,B-28,2024/05/06,15:42:00,0.802705,2641,0.657,0.013,0,0.038,0.0002,0,1496.8793,28.34209186,-16.45900712,95,0.0021,0,No notes.
GUI04,pablo,B-28,2024/05/06,15:42:42,0.800708,2641,0.656,0.012,0,0.038,0.0,0,1496.8793,28.34209186,-16.45900712,137,0.0028,0,No notes.
GUI04,pablo,B-28,2024/05/06,15:43:00,0.801709,2641,0.658,0.011,0,0.038,0.0003,0,1496.8793,28.34209186,-16.45900712,155,0.0015,0,No notes.
GUI04,pablo,B-28,2024/05/06,15:43:20,0.80171,2641,0.658,0.011,0,0.038,-0.0001,0,1496.8793,28.34209186,-16.45900712,175,0.0028,0,No notes.
GUI04,pablo,B-28,2024/05/06,15:43:36,0.801711,2641,0.659,0.011,0,0.038,0.0003,0,1496.8793,28.34209186,-16.45900712,191,0.0026,0,No notes.
GUI04,pablo,B-28,2024/05/06,15:44:05,0.802713,2641,0.66,0.01,0,0.038,0.0001,0,1496.8793,28.34209186,-16.45900712,220,0.0028,0,No notes.
GUI04,pablo,B-28,2024/05/06,15:44:24,0.802714,2641,0.66,0.01,0,0.038,0.0,0,1496.8793,28.34209186,-16.45900712,239,0.0031,0,No notes.
GUI04,pablo,B-28,2024/05/06,15:44:46,0.802715,2641,0.661,0.009,0,0.038,0.0,0,1496.8793,28.34209186,-16.45900712,261,0.0022,0,No notes.
GUI04,pablo,B-28,2024/05/06,15:45:03,0.802717,2641,0.661,0.009,0,0.038,0.0,0,1496.8793,28.34209186,-16.45900712,278,0.0019,0,No notes.
GUI04,pablo,B-28,2024/05/06,15:45:19,0.801718,2641,0.661,0.009,0,0.038,0.0001,0,1496.8793,28.34209186,-16.45900712,294,0.0029,0,No notes.
GUI04,pablo,B-28,2024/05/06,15:45:39,0.801719,2641,0.661,0.008,0,0.038,0.0,0,1496.8793,28.34209186,-16.45900712,314,0.0022,0,No notes.
GUI04,pablo,B-28,2024/05/06,15:45:56,0.80172,2641,0.661,0.008,0,0.038,0.0001,0,1496.8793,28.34209186,-16.45900712,331,0.0033,0,No notes.
GUI04,pablo,B-28,2024/05/06,15:46:12,0.800721,2641,0.66,0.008,0,0.038,-0.0002,0,1496.8793,28.34209186,-16.45900712,347,0.0022,0,No notes.
GUI04,pablo,B-28,2024/05/06,15:46:34,0.799722,2641,0.66,0.008,0,0.038,0.0001,0,1496.8793,28.34209186,-16.45900712,369,0.0034,0,No notes.
GUI04,pablo,B-28,2024/05/06,15:46:52,0.798723,2641,0.659,0.007,0,0.038,-0.0001,0,1496.8793,28.34209186,-16.45900712,387,0.0026,0,No notes.
GUI04,pablo,B-28,2024/05/06,15:47:08,0.798724,2641,0.66,0.007,0,0.038,0.0001,0,1496.8793,28.34209186,-16.45900712,403,0.002,0,No notes.
GUI05,pablo,B-28,2024/05/06,16:17:29,1.547577,2674,1.424,-0.025,0,0.038,0.162,0,1331.5884,28.33991031,-16.45188898,237,1.3291,0,No notes.
GUI05,pablo,B-28,2024/05/06,16:18:11,0.77358,2674,0.65,-0.025,0,0.038,-0.0009,0,1331.5884,28.33991031,-16.45188898,279,0.0019,0,No notes.
GUI05,pablo,B-28,2024/05/06,16:18:33,0.773581,2674,0.651,-0.026,0,0.038,0.0001,0,1331.5884,28.33991031,-16.45188898,301,0.0034,0,No notes.
GUI05,pablo,B-28,2024/05/06,16:19:04,0.771583,2674,0.65,-0.026,0,0.038,-0.0003,0,1331.5884,28.33991031,-16.45188898,332,0.002,0,No notes.
GUI05,pablo,B-28,2024/05/06,16:19:25,0.769584,2674,0.648,-0.027,0,0.038,0.0,0,1331.5884,28.33991031,-16.45188898,353,0.0023,0,No notes.
GUI05,pablo,B-28,2024/05/06,16:19:47,0.768586,2674,0.648,-0.027,0,0.038,-0.0001,0,1331.5884,28.33991031,-16.45188898,375,0.0028,0,No notes.
GUI05,pablo,B-28,2024/05/06,16:20:05,0.770587,2674,0.65,-0.028,0,0.038,0.0004,0,1331.5884,28.33991031,-16.45188898,393,0.0019,0,No notes.
GUI05,pablo,B-28,2024/05/06,16:20:25,0.771588,2674,0.651,-0.028,0,0.038,0.0,0,1331.5884,28.33991031,-16.45188898,413,0.0018,0,No notes.
GUI05,pablo,B-28,2024/05/06,16:21:20,0.771591,2674,0.651,-0.028,0,0.038,-0.0002,0,1331.5884,28.33991031,-16.45188898,468,0.002,0,No notes.
GUI05,pablo,B-28,2024/05/06,16:21:37,0.770592,2674,0.651,-0.029,0,0.038,0.0003,0,1331.5884,28.33991031,-16.45188898,485,0.0019,0,No notes.
GUI06,pablo,B-28,2024/05/06,16:51:38,0.723349,2701,0.647,-0.056,0,0.038,-0.0004,0,1209.9278,28.33286698,-16.45398799,112,0.0045,0,No notes.
GUI06,pablo,B-28,2024/05/06,16:52:04,0.72035,2701,0.645,-0.056,0,0.038,0.0,0,1209.9278,28.33286698,-16.45398799,137,0.0022,0,No notes.
GUI06,pablo,B-28,2024/05/06,16:52:27,0.721352,2701,0.646,-0.057,0,0.038,-0.0003,0,1209.9278,28.33286698,-16.45398799,160,0.0039,0,No notes.
GUI06,pablo,B-28,2024/05/06,16:53:02,0.719354,2701,0.644,-0.057,0,0.038,-0.0002,0,1209.9278,28.33286698,-16.45398799,195,0.0021,0,No notes.
GUI06,pablo,B-28,2024/05/06,16:53:19,0.718355,2701,0.644,-0.057,0,0.038,-0.0003,0,1209.9278,28.33286698,-16.45398799,212,0.0029,0,No notes.
GUI06,pablo,B-28,2024/05/06,16:53:37,0.719356,2701,0.645,-0.058,0,0.038,0.0003,0,1209.9278,28.33286698,-16.45398799,231,0.0027,0,No notes.
GUI06,pablo,B-28,2024/05/06,16:54:04,0.719358,2701,0.645,-0.058,0,0.038,-0.0001,0,1209.9278,28.33286698,-16.45398799,257,0.0018,0,No notes.
GUI06,pablo,B-28,2024/05/06,16:54:21,0.718359,2701,0.644,-0.058,0,0.038,0.0003,0,1209.9278,28.33286698,-16.45398799,275,0.0026,0,No notes.
GUI06,pablo,B-28,2024/05/06,16:54:50,0.720361,2701,0.646,-0.058,0,0.038,0.0001,0,1209.9278,28.33286698,-16.45398799,303,0.0027,0,No notes.
GUI06,pablo,B-28,2024/05/06,16:55:14,0.718362,2701,0.645,-0.059,0,0.038,0.0,0,1209.9278,28.33286698,-16.45398799,327,0.0015,0,No notes.
GUI06,pablo,B-28,2024/05/06,16:55:33,0.717363,2701,0.644,-0.059,0,0.038,-0.0001,0,1209.9278,28.33286698,-16.45398799,347,0.0024,0,No notes.
GUI06,pablo,B-28,2024/05/06,16:55:49,0.715364,2701,0.643,-0.059,0,0.038,-0.0002,0,1209.9278,28.33286698,-16.45398799,363,0.0033,0,No notes.
GUI06,pablo,B-28,2024/05/06,16:56:11,0.715366,2701,0.643,-0.06,0,0.038,0.0002,0,1209.9278,28.33286698,-16.45398799,384,0.0023,0,No notes.
GUI06,pablo,B-28,2024/05/06,16:56:27,0.714367,2701,0.642,-0.06,0,0.038,0.0,0,1209.9278,28.33286698,-16.45398799,400,0.0023,0,No notes.
GUI07,pablo,B-28,2024/05/08,08:45:39,0.850275,2818,0.736,-0.029,0,0.038,0.0017,0,625.4108,28.45425389,-16.32689807,124,0.0086,0,No notes.
GUI07,pablo,B-28,2024/05/08,08:46:12,0.843277,2818,0.728,-0.028,0,0.038,0.0032,0,625.4108,28.45425389,-16.32689807,157,0.0094,0,No notes.
GUI07,pablo,B-28,2024/05/08,08:46:43,0.852279,2818,0.736,-0.027,0,0.038,-0.0004,0,625.4108,28.45425389,-16.32689807,188,0.0064,0,No notes.
GUI07,pablo,B-28,2024/05/08,08:47:09,0.85228,2818,0.736,-0.027,0,0.038,-0.0002,0,625.4108,28.45425389,-16.32689807,214,0.0051,0,No notes.
GUI07,pablo,B-28,2024/05/08,08:47:29,0.853281,2818,0.736,-0.026,0,0.038,0.0006,0,625.4108,28.45425389,-16.32689807,234,0.0072,0,No notes.
GUI07,pablo,B-28,2024/05/08,08:47:55,0.850282,2818,0.733,-0.026,0,0.038,-0.0013,0,625.4108,28.45425389,-16.32689807,260,0.0091,0,No notes.
GUI07,pablo,B-28,2024/05/08,08:48:37,0.849284,2818,0.732,-0.025,0,0.038,0.0054,0,625.4108,28.45425389,-16.32689807,302,0.0109,0,No notes.
GUI07,pablo,B-28,2024/05/08,08:48:53,0.852285,2818,0.734,-0.025,0,0.038,-0.001,0,625.4108,28.45425389,-16.32689807,318,0.0067,0,No notes.
GUI07,pablo,B-28,2024/05/08,08:49:53,0.853288,2818,0.734,-0.024,0,0.038,0.0015,0,625.4108,28.45425389,-16.32689807,378,0.0069,0,No notes.
GUI07,pablo,B-28,2024/05/08,08:50:11,0.851289,2818,0.731,-0.023,0,0.038,-0.0006,0,625.4108,28.45425389,-16.32689807,396,0.0083,0,No notes.
GUI07,pablo,B-28,2024/05/08,08:50:33,0.83329,2818,0.713,-0.023,0,0.038,-0.0019,0,625.4108,28.45425389,-16.32689807,418,0.0097,0,No notes.
GUI07,pablo,B-28,2024/05/08,08:50:59,0.850292,2818,0.73,-0.023,0,0.038,0.0019,0,625.4108,28.45425389,-16.32689807,444,0.0069,0,No notes.
GUI07,pablo,B-28,2024/05/08,08:51:22,0.848293,2818,0.727,-0.022,0,0.038,-0.0001,0,625.4108,28.45425389,-16.32689807,467,0.0091,0,No notes.
GUI07,pablo,B-28,2024/05/08,08:51:50,0.847294,2818,0.726,-0.022,0,0.038,-0.0006,0,625.4108,28.45425389,-16.32689807,495,0.0079,0,No notes.
GUI07,pablo,B-28,2024/05/08,08:52:07,0.846295,2818,0.725,-0.021,0,0.038,-0.0001,0,625.4108,28.45425389,-16.32689807,512,0.0033,0,No notes.
GUI07,pablo,B-28,2024/05/08,08:52:24,0.846296,2818,0.724,-0.021,0,0.038,-0.0003,0,625.4108,28.45425389,-16.32689807,529,0.0054,0,No notes.
GUI07,pablo,B-28,2024/05/08,08:52:41,0.846297,2818,0.724,-0.021,0,0.038,0.0006,0,625.4108,28.45425389,-16.32689807,546,0.0071,0,No notes.
GUI08,pablo,B-28,2024/05/08,09:19:50,0.874837,2808,0.725,0.009,0,0.038,-0.001,0,667.7622,28.43513265,-16.34008908,109,0.0053,0,No notes.
GUI08,pablo,B-28,2024/05/08,09:20:05,0.871838,2808,0.721,0.009,0,0.038,-0.0005,0,667.7622,28.43513265,-16.34008908,124,0.0034,0,No notes.
GUI08,pablo,B-28,2024/05/08,09:20:21,0.873839,2808,0.723,0.009,0,0.038,0.0003,0,667.7622,28.43513265,-16.34008908,140,0.0021,0,No notes.
GUI08,pablo,B-28,2024/05/08,09:20:39,0.87284,2808,0.721,0.01,0,0.038,-0.0005,0,667.7622,28.43513265,-16.34008908,158,0.0037,0,No notes.
GUI08,pablo,B-28,2024/05/08,09:20:56,0.871841,2808,0.72,0.01,0,0.038,0.0,0,667.7622,28.43513265,-16.34008908,175,0.0032,0,No notes.
GUI08,pablo,B-28,2024/05/08,09:21:22,0.872842,2808,0.721,0.01,0,0.038,0.0,0,667.7622,28.43513265,-16.34008908,201,0.0032,0,No notes.
GUI08,pablo,B-28,2024/05/08,09:21:40,0.872843,2808,0.72,0.011,0,0.038,0.0009,0,667.7622,28.43513265,-16.34008908,219,0.0052,0,No notes.
GUI08,pablo,B-28,2024/05/08,09:21:56,0.869844,2808,0.717,0.011,0,0.038,-0.0008,0,667.7622,28.43513265,-16.34008908,235,0.0032,0,No notes.
GUI08,pablo,B-28,2024/05/08,09:22:20,0.871845,2808,0.719,0.012,0,0.038,0.0003,0,667.7622,28.43513265,-16.34008908,259,0.002,0,No notes.
GUI08,pablo,B-28,2024/05/08,09:22:42,0.869846,2808,0.716,0.012,0,0.038,0.0002,0,667.7622,28.43513265,-16.34008908,281,0.0047,0,No notes.
GUI08,pablo,B-28,2024/05/08,09:23:01,0.868847,2808,0.715,0.012,0,0.038,-0.0003,0,667.7622,28.43513265,-16.34008908,300,0.0028,0,No notes.
GUI08,pablo,B-28,2024/05/08,09:23:20,0.869848,2808,0.716,0.013,0,0.038,0.0002,0,667.7622,28.43513265,-16.34008908,319,0.004,0,No notes.
GUI08,pablo,B-28,2024/05/08,09:23:35,0.868849,2808,0.714,0.013,0,0.038,-0.0001,0,667.7622,28.43513265,-16.34008908,334,0.0019,0,No notes.
GUI08,pablo,B-28,2024/05/08,09:23:59,0.86885,2808,0.714,0.013,0,0.038,-0.0003,0,667.7622,28.43513265,-16.34008908,358,0.0036,0,No notes.
GUI08,pablo,B-28,2024/05/08,09:24:24,0.868851,2808,0.713,0.014,0,0.038,0.0008,0,667.7622,28.43513265,-16.34008908,383,0.0026,0,No notes.
GUI08,pablo,B-28,2024/05/08,09:24:43,0.865852,2808,0.709,0.014,0,0.038,-0.0002,0,667.7622,28.43513265,-16.34008908,402,0.004,0,No notes.
GUI09,pablo,B-28,2024/05/08,09:50:35,0.878475,2828,0.691,0.045,0,0.038,-0.0015,0,535.9987,28.4112482,-16.34804163,187,0.0127,0,No notes.
GUI09,pablo,B-28,2024/05/08,09:51:17,0.878477,2828,0.69,0.045,0,0.038,0.0015,0,535.9987,28.4112482,-16.34804163,229,0.0053,0,No notes.
GUI09,pablo,B-28,2024/05/08,09:51:45,0.879478,2828,0.69,0.046,0,0.038,0.0016,0,535.9987,28.4112482,-16.34804163,257,0.0072,0,No notes.
GUI09,pablo,B-28,2024/05/08,09:52:04,0.874479,2828,0.685,0.047,0,0.038,-0.0008,0,535.9987,28.4112482,-16.34804163,276,0.0072,0,No notes.
GUI09,pablo,B-28,2024/05/08,09:52:29,0.87048,2828,0.68,0.047,0,0.038,-0.0008,0,535.9987,28.4112482,-16.34804163,301,0.0076,0,No notes.
GUI09,pablo,B-28,2024/05/08,09:52:45,0.870481,2828,0.68,0.047,0,0.038,-0.0005,0,535.9987,28.4112482,-16.34804163,317,0.0074,0,No notes.
GUI09,pablo,B-28,2024/05/08,09:53:01,0.872482,2828,0.682,0.048,0,0.038,-0.0004,0,535.9987,28.4112482,-16.34804163,333,0.0029,0,No notes.
GUI09,pablo,B-28,2024/05/08,09:53:18,0.872483,2828,0.681,0.048,0,0.038,0.0007,0,535.9987,28.4112482,-16.34804163,350,0.0064,0,No notes.
GUI09,pablo,B-28,2024/05/08,09:53:43,0.869484,2828,0.678,0.048,0,0.038,-0.0007,0,535.9987,28.4112482,-16.34804163,375,0.0051,0,No notes.
GUI09,pablo,B-28,2024/05/08,09:54:01,0.869485,2828,0.677,0.049,0,0.038,-0.0006,0,535.9987,28.4112482,-16.34804163,393,0.0064,0,No notes.
GUI09,pablo,B-28,2024/05/08,09:54:17,0.867486,2828,0.675,0.049,0,0.038,0.0005,0,535.9987,28.4112482,-16.34804163,409,0.0033,0,No notes.
GUI09,pablo,B-28,2024/05/08,09:54:36,0.867487,2828,0.675,0.05,0,0.038,-0.0019,0,535.9987,28.4112482,-16.34804163,428,0.0109,0,No notes.
GUI09,pablo,B-28,2024/05/08,09:54:57,0.874488,2828,0.682,0.05,0,0.038,0.001,0,535.9987,28.4112482,-16.34804163,449,0.0096,0,No notes.
GUI09,pablo,B-28,2024/05/08,09:55:24,0.869489,2828,0.676,0.05,0,0.038,0.0028,0,535.9987,28.4112482,-16.34804163,476,0.0142,0,No notes.
GUI09,pablo,B-28,2024/05/08,09:55:49,0.871491,2828,0.677,0.051,0,0.038,0.0043,0,535.9987,28.4112482,-16.34804163,501,0.012,0,No notes.
GUI09,pablo,B-28,2024/05/08,09:56:08,0.865491,2828,0.671,0.051,0,0.038,0.0015,0,535.9987,28.4112482,-16.34804163,520,0.017,0,No notes.
GUI09,pablo,B-28,2024/05/08,09:56:34,0.863493,2828,0.669,0.052,0,0.038,-0.0043,0,535.9987,28.4112482,-16.34804163,546,0.0079,0,No notes.
GUI09,pablo,B-28,2024/05/08,09:56:52,0.865494,2828,0.67,0.052,0,0.038,-0.0034,0,535.9987,28.4112482,-16.34804163,564,0.0105,0,No notes.
GUI10,pablo,B-28,2024/05/08,10:36:55,0.899616,2834,0.657,0.099,0,0.038,-0.0086,0,525.2677,28.40469649,-16.36276197,60,0.0089,0,No notes.
GUI10,pablo,B-28,2024/05/08,10:37:32,0.902618,2834,0.659,0.1,0,0.038,-0.0003,0,525.2677,28.40469649,-16.36276197,97,0.0026,0,No notes.
GUI10,pablo,B-28,2024/05/08,10:37:52,0.898619,2834,0.655,0.1,0,0.038,-0.0003,0,525.2677,28.40469649,-16.36276197,117,0.0026,0,No notes.
