Station ID;Observer ID;Serial Number;Date;Time;ObsG;Dial;Feedback Correction;Earthtide Correction;Level Correction;Temperature Correction;Beam Error;Height;Elevation;Latitude;Longitude;Elapsed Time;Standard Deviation;Temperature Frequency;Note;Gradient;datetime;period;Drift_Estimated;G_final_corrected
GUI06;pablo;B-28;2024/05/06;16:56:27;0,62;2701;0,642;-0,06;0;0,038;0,0;24,3;1209,9278;28,33286698;-16,45398799;400;0,0023;0;No notes.;3,086;2024-05-06 16:56:27;may;-0,019376535798887984;0,639376535798888
GUI07;pablo;B-28;2024/05/08;08:45:39;0,745;2818;0,736;-0,029;0;0,038;0,0017;25,2;625,4108;28,45425389;-16,32689807;124;0,0086;0;No notes.;3,086;2024-05-08 08:45:39;may;-0,02750827542066625;0,7725082754206662
GUI07;pablo;B-28;2024/05/08;08:46:12;0,738;2818;0,728;-0,028;0;0,038;0,0032;25,2;625,4108;28,45425389;-16,32689807;157;0,0094;0;No notes.;3,086;2024-05-08 08:46:12;may;-0,027509967834898785;0,7655099678348988
GUI07;pablo;B-28;2024/05/08;08:46:43;0,747;2818;0,736;-0,027;0;0,038;-0,0004;25,2;625,4108;28,45425389;-16,32689807;188;0,0064;0;No notes.;3,086;2024-05-08 08:46:43;may;-0,0275115576032936;0,7745115576032936
GUI07;pablo;B-28;2024/05/08;08:47:09;0,747;2818;0,736;-0,027;0;0,038;-0,0002;25,2;625,4108;28,45425389;-16,32689807;214;0,0051;0;No notes.;3,086;2024-05-08 08:47:09;may;-0,02751289090120035;0,7745128909012003
GUI07;pablo;B-28;2024/05/08;08:47:29;0,748;2818;0,736;-0,026;0;0,038;0,0006;25,2;625,4108;28,45425389;-16,32689807;234;0,0072;0;No notes.;3,086;2024-05-08 08:47:29;may;-0,027513916480067513;0,7755139164800675
GUI07;pablo;B-28;2024/05/08;08:47:55;0,745;2818;0,733;-0,026;0;0,038;-0,0013;25,2;625,4108;28,45425389;-16,32689807;260;0,0091;0;No notes.;3,086;2024-05-08 08:47:55;may;-0,027515249687215526;0,7725152496872155
GUI07;pablo;B-28;2024/05/08;08:48:37;0,744;2818;0,732;-0,025;0;0,038;0,0054;25,2;625,4108;28,45425389;-16,32689807;302;0,0109;0;No notes.;3,086;2024-05-08 08:48:37;may;-0,02751740322116747;0,7715174032211675
GUI07;pablo;B-28;2024/05/08;08:48:53;0,747;2818;0,734;-0,025;0;0,038;-0,001;25,2;625,4108;28,45425389;-16,32689807;318;0,0067;0;No notes.;3,086;2024-05-08 08:48:53;may;-0,027518223579843237;0,7745182235798432
GUI07;pablo;B-28;2024/05/08;08:49:53;0,748;2818;0,734;-0,024;0;0,038;0,0015;25,2;625,4108;28,45425389;-16,32689807;378;0,0069;0;No notes.;3,086;2024-05-08 08:49:53;may;-0,027521299751858908;0,7755212997518589
GUI07;pablo;B-28;2024/05/08;08:50:11;0,746;2818;0,731;-0,023;0;0,038;-0,0006;25,2;625,4108;28,45425389;-16,32689807;396;0,0083;0;No notes.;3,086;2024-05-08 08:50:11;may;-0,02752222255019221;0,7735222225501922
GUI07;pablo;B-28;2024/05/08;08:50:33;0,728;2818;0,713;-0,023;0;0,038;-0,0019;25,2;625,4108;28,45425389;-16,32689807;418;0,0097;0;No notes.;3,086;2024-05-08 08:50:33;may;-0,027523350381432277;0,7555233503814323
GUI07;pablo;B-28;2024/05/08;08:50:59;0,745;2818;0,73;-0,023;0;0,038;0,0019;25,2;625,4108;28,45425389;-16,32689807;444;0,0069;0;No notes.;3,086;2024-05-08 08:50:59;may;-0,027524683225545465;0,7725246832255455
GUI07;pablo;B-28;2024/05/08;08:51:22;0,743;2818;0,727;-0,022;0;0,038;-0,0001;25,2;625,4108;28,45425389;-16,32689807;467;0,0091;0;No notes.;3,086;2024-05-08 08:51:22;may;-0,027525862237192;0,770525862237192
GUI07;pablo;B-28;2024/05/08;08:51:50;0,742;2818;0,726;-0,022;0;0,038;-0,0006;25,2;625,4108;28,45425389;-16,32689807;495;0,0079;0;No notes.;3,086;2024-05-08 08:51:50;may;-0,027527297501536152;0,7695272975015361
GUI07;pablo;B-28;2024/05/08;08:52:07;0,741;2818;0,725;-0,021;0;0,038;-0,0001;25,2;625,4108;28,45425389;-16,32689807;512;0,0033;0;No notes.;3,086;2024-05-08 08:52:07;may;-0,02752816888300469;0,7685281688830047
GUI07;pablo;B-28;2024/05/08;08:52:24;0,741;2818;0,724;-0,021;0;0,038;-0,0003;25,2;625,4108;28,45425389;-16,32689807;529;0,0054;0;No notes.;3,086;2024-05-08 08:52:24;may;-0,027529040242542435;0,7685290402425424
GUI07;pablo;B-28;2024/05/08;08:52:41;0,741;2818;0,724;-0,021;0;0,038;0,0006;25,2;625,4108;28,45425389;-16,32689807;546;0,0071;0;No notes.;3,086;2024-05-08 08:52:41;may;-0,02752991158014939;0,7685299115801494
GUI08;pablo;B-28;2024/05/08;09:19:50;0,771;2808;0,725;0,009;0;0,038;-0,001;24,7;667,7622;28,43513265;-16,34008908;109;0,0053;0;No notes.;3,086;2024-05-08 09:19:50;may;-0,02761330448816912;0,7986133044881691
GUI08;pablo;B-28;2024/05/08;09:20:05;0,768;2808;0,721;0,009;0;0,038;-0,0005;24,7;667,7622;28,43513265;-16,34008908;124;0,0034;0;No notes.;3,086;2024-05-08 09:20:05;may;-0,027614071443001986;0,795614071443002
GUI08;pablo;B-28;2024/05/08;09:20:21;0,77;2808;0,723;0,009;0;0,038;0,0003;24,7;667,7622;28,43513265;-16,34008908;140;0,0021;0;No notes.;3,086;2024-05-08 09:20:21;may;-0,027614889509337548;0,7976148895093376
GUI08;pablo;B-28;2024/05/08;09:20:39;0,769;2808;0,721;0,01;0;0,038;-0,0005;24,7;667,7622;28,43513265;-16,34008908;158;0,0037;0;No notes.;3,086;2024-05-08 09:20:39;may;-0,027615809810744185;0,7966158098107442
GUI08;pablo;B-28;2024/05/08;09:20:56;0,768;2808;0,72;0,01;0;0,038;0,0;24,7;667,7622;28,43513265;-16,34008908;175;0,0032;0;No notes.;3,086;2024-05-08 09:20:56;may;-0,027616678961718932;0,795616678961719
GUI08;pablo;B-28;2024/05/08;09:21:22;0,769;2808;0,721;0,01;0;0,038;0,0;24,7;667,7622;28,43513265;-16,34008908;201;0,0032;0;No notes.;3,086;2024-05-08 09:21:22;may;-0,02761800820902538;0,7966180082090254
GUI08;pablo;B-28;2024/05/08;09:21:40;0,769;2808;0,72;0,011;0;0,038;0,0009;24,7;667,7622;28,43513265;-16,34008908;219;0,0052;0;No notes.;3,086;2024-05-08 09:21:40;may;-0,027618928427110112;0,7966189284271101
GUI08;pablo;B-28;2024/05/08;09:21:56;0,766;2808;0,717;0,011;0;0,038;-0,0008;24,7;667,7622;28,43513265;-16,34008908;235;0,0032;0;No notes.;3,086;2024-05-08 09:21:56;may;-0,027619746378100052;0,7936197463781001
GUI08;pablo;B-28;2024/05/08;09:22:20;0,768;2808;0,719;0,012;0;0,038;0,0003;24,7;667,7622;28,43513265;-16,34008908;259;0,002;0;No notes.;3,086;2024-05-08 09:22:20;may;-0,027620973268160265;0,7956209732681603
GUI08;pablo;B-28;2024/05/08;09:22:42;0,766;2808;0,716;0,012;0;0,038;0,0002;24,7;667,7622;28,43513265;-16,34008908;281;0,0047;0;No notes.;3,086;2024-05-08 09:22:42;may;-0,027622097878984175;0,7936220978789842
GUI08;pablo;B-28;2024/05/08;09:23:01;0,765;2808;0,715;0,012;0;0,038;-0,0003;24,7;667,7622;28,43513265;-16,34008908;300;0,0028;0;No notes.;3,086;2024-05-08 09:23:01;may;-0,027623069104229292;0,7926230691042293
GUI08;pablo;B-28;2024/05/08;09:23:20;0,766;2808;0,716;0,013;0;0,038;0,0002;24,7;667,7622;28,43513265;-16,34008908;319;0,004;0;No notes.;3,086;2024-05-08 09:23:20;may;-0,02762404030207999;0,79362404030208
GUI08;pablo;B-28;2024/05/08;09:23:35;0,765;2808;0,714;0,013;0;0,038;-0,0001;24,7;667,7622;28,43513265;-16,34008908;334;0,0019;0;No notes.;3,086;2024-05-08 09:23:35;may;-0,027624807017874398;0,7926248070178744
GUI08;pablo;B-28;2024/05/08;09:23:59;0,765;2808;0,714;0,013;0;0,038;-0,0003;24,7;667,7622;28,43513265;-16,34008908;358;0,0036;0;No notes.;3,086;2024-05-08 09:23:59;may;-0,027626033727631394;0,7926260337276314
GUI08;pablo;B-28;2024/05/08;09:24:24;0,765;2808;0,713;0,014;0;0,038;0,0008;24,7;667,7622;28,43513265;-16,34008908;383;0,0026;0;No notes.;3,086;2024-05-08 09:24:24;may;-0,027627311503815144;0,7926273115038152
GUI08;pablo;B-28;2024/05/08;09:24:43;0,762;2808;0,709;0,014;0;0,038;-0,0002;24,7;667,7622;28,43513265;-16,34008908;402;0,004;0;No notes.;3,086;2024-05-08 09:24:43;may;-0,02762828258199479;0,7896282825819948
GUI09;pablo;B-28;2024/05/08;09:50:35;0,773;2828;0,691;0,045;0;0,038;-0,0015;25,2;535,9987;28,4112482;-16,34804163;187;0,0127;0;No notes.;3,086;2024-05-08 09:50:35;may;-0,027707511825113218;0,8007075118251132
GUI09;pablo;B-28;2024/05/08;09:51:17;0,773;2828;0,69;0,045;0;0,038;0,0015;25,2;535,9987;28,4112482;-16,34804163;229;0,0053;0;No notes.;3,086;2024-05-08 09:51:17;may;-0,02770965337527409;0,8007096533752741
GUI09;pablo;B-28;2024/05/08;09:51:45;0,774;2828;0,69;0,046;0;0,038;0,0016;25,2;535,9987;28,4112482;-16,34804163;257;0,0072;0;No notes.;3,086;2024-05-08 09:51:45;may;-0,027711081001013826;0,8017110810010138
GUI09;pablo;B-28;2024/05/08;09:52:04;0,769;2828;0,685;0,047;0;0,038;-0,0008;25,2;535,9987;28,4112482;-16,34804163;276;0,0072;0;No notes.;3,086;2024-05-08 09:52:04;may;-0,027712049713168763;0,7967120497131688
GUI09;pablo;B-28;2024/05/08;09:52:29;0,765;2828;0,68;0,047;0;0,038;-0,0008;25,2;535,9987;28,4112482;-16,34804163;301;0,0076;0;No notes.;3,086;2024-05-08 09:52:29;may;-0,027713324292688357;0,7927133242926884
GUI09;pablo;B-28;2024/05/08;09:52:45;0,765;2828;0,68;0,047;0;0,038;-0,0005;25,2;535,9987;28,4112482;-16,34804163;317;0,0074;0;No notes.;3,086;2024-05-08 09:52:45;may;-0,027714139998690657;0,7927141399986907
GUI09;pablo;B-28;2024/05/08;09:53:01;0,767;2828;0,682;0,048;0;0,038;-0,0004;25,2;535,9987;28,4112482;-16,34804163;333;0,0029;0;No notes.;3,086;2024-05-08 09:53:01;may;-0,027714955685266274;0,7947149556852663
GUI09;pablo;B-28;2024/05/08;09:53:18;0,767;2828;0,681;0,048;0;0,038;0,0007;25,2;535,9987;28,4112482;-16,34804163;350;0,0064;0;No notes.;3,086;2024-05-08 09:53:18;may;-0,027715822330967033;0,794715822330967
GUI09;pablo;B-28;2024/05/08;09:53:43;0,764;2828;0,678;0,048;0;0,038;-0,0007;25,2;535,9987;28,4112482;-16,34804163;375;0,0051;0;No notes.;3,086;2024-05-08 09:53:43;may;-0,027717096770099037;0,791717096770099
GUI09;pablo;B-28;2024/05/08;09:54:01;0,764;2828;0,677;0,049;0;0,038;-0,0006;25,2;535,9987;28,4112482;-16,34804163;393;0,0064;0;No notes.;3,086;2024-05-08 09:54:01;may;-0,02771801433690657;0,7917180143369066
GUI09;pablo;B-28;2024/05/08;09:54:17;0,762;2828;0,675;0,049;0;0,038;0,0005;25,2;535,9987;28,4112482;-16,34804163;409;0,0033;0;No notes.;3,086;2024-05-08 09:54:17;may;-0,02771882993120578;0,7897188299312058
GUI09;pablo;B-28;2024/05/08;09:54:36;0,762;2828;0,675;0,05;0;0,038;-0,0019;25,2;535,9987;28,4112482;-16,34804163;428;0,0109;0;No notes.;3,086;2024-05-08 09:54:36;may;-0,027719798424204245;0,7897197984242043
GUI09;pablo;B-28;2024/05/08;09:54:57;0,769;2828;0,682;0,05;0;0,038;0,001;25,2;535,9987;28,4112482;-16,34804163;449;0,0096;0;No notes.;3,086;2024-05-08 09:54:57;may;-0,027720868831962342;0,7967208688319624
GUI09;pablo;B-28;2024/05/08;09:55:24;0,764;2828;0,676;0,05;0;0,038;0,0028;25,2;535,9987;28,4112482;-16,34804163;476;0,0142;0;No notes.;3,086;2024-05-08 09:55:24;may;-0,027722245021334913;0,7917222450213349
GUI09;pablo;B-28;2024/05/08;09:55:49;0,766;2828;0,677;0,051;0;0,038;0,0043;25,2;535,9987;28,4112482;-16,34804163;501;0,012;0;No notes.;3,086;2024-05-08 09:55:49;may;-0,027723519221428572;0,7937235192214286
GUI09;pablo;B-28;2024/05/08;09:56:08;0,76;2828;0,671;0,051;0;0,038;0,0015;25,2;535,9987;28,4112482;-16,34804163;520;0,017;0;No notes.;3,086;2024-05-08 09:56:08;may;-0,0277244875817797;0,7877244875817797
GUI09;pablo;B-28;2024/05/08;09:56:34;0,758;2828;0,669;0,052;0;0,038;-0,0043;25,2;535,9987;28,4112482;-16,34804163;546;0,0079;0;No notes.;3,086;2024-05-08 09:56:34;may;-0,027725812662077853;0,7857258126620779
GUI09;pablo;B-28;2024/05/08;09:56:52;0,76;2828;0,67;0,052;0;0,038;-0,0034;25,2;535,9987;28,4112482;-16,34804163;564;0,0105;0;No notes.;3,086;2024-05-08 09:56:52;may;-0,027726729995310784;0,7877267299953108
GUI10;pablo;B-28;2024/05/08;10:36:55;0,794;2834;0,657;0,099;0;0,038;-0,0086;25,2;525,2677;28,40469649;-16,36276197;60;0,0089;0;No notes.;3,086;2024-05-08 10:36:55;may;-0,027848973244629094;0,8218489732446291
GUI10;pablo;B-28;2024/05/08;10:37:32;0,797;2834;0,659;0,1;0;0,038;-0,0003;25,2;525,2677;28,40469649;-16,36276197;97;0,0026;0;No notes.;3,086;2024-05-08 10:37:32;may;-0,02785085204980975;0,8248508520498098
GUI10;pablo;B-28;2024/05/08;10:37:52;0,793;2834;0,655;0,1;0;0,038;-0,0003;25,2;525,2677;28,40469649;-16,36276197;117;0,0026;0;No notes.;3,086;2024-05-08 10:37:52;may;-0,02785186757692315;0,8208518675769232
GUI10;pablo;B-28;2024/05/08;10:38:09;0,791;2834;0,652;0,101;0;0,038;-0,0005;25,2;525,2677;28,40469649;-16,36276197;134;0,0065;0;No notes.;3,086;2024-05-08 10:38:09;may;-0,027852730751103616;0,8188527307511037
GUI10;pablo;B-28;2024/05/08;10:38:30;0,789;2834;0,65;0,101;0;0,038;-0,0003;25,2;525,2677;28,40469649;-16,36276197;155;0,0035;0;No notes.;3,086;2024-05-08 10:38:30;may;-0,02785379699481305;0,8168537969948131
GUI10;pablo;B-28;2024/05/08;10:38:51;0,787;2834;0,648;0,101;0;0,038;-0,0002;25,2;525,2677;28,40469649;-16,36276197;176;0,0036;0;No notes.;3,086;2024-05-08 10:38:51;may;-0,027854863205057145;0,8148548632050572
GUI10;pablo;B-28;2024/05/08;10:39:14;0,785;2834;0,645;0,102;0;0,038;-0,0006;25,2;525,2677;28,40469649;-16,36276197;199;0,0033;0;No notes.;3,086;2024-05-08 10:39:14;may;-0,027856030920736075;0,8128560309207361
GUI10;pablo;B-28;2024/05/08;10:39:41;0,783;2834;0,643;0,102;0;0,038;-0,0004;25,2;525,2677;28,40469649;-16,36276197;226;0,0046;0;No notes.;3,086;2024-05-08 10:39:41;may;-0,027857401666180115;0,8108574016661801
GUI10;pablo;B-28;2024/05/08;10:40:00;0,778;2834;0,638;0,103;0;0,038;-0,0005;25,2;525,2677;28,40469649;-16,36276197;245;0,0028;0;No notes.;3,086;2024-05-08 10:40:00;may;-0,027858366231664156;0,8058583662316642
GUI10;pablo;B-28;2024/05/08;10:40:16;0,777;2834;0,636;0,103;0;0,038;-0,0001;25,2;525,2677;28,40469649;-16,36276197;261;0,0025;0;No notes.;3,086;2024-05-08 10:40:16;may;-0,027859178476086988;0,804859178476087
GUI11;pablo;B-28;2024/05/08;11:29:38;0,81;2805;0,619;0,154;0;0,038;0,0031;24,2;674,3324;28,39123175;-16,39133992;67;0,0062;0;No notes.;3,086;2024-05-08 11:29:38;may;-0,028009210539410856;0,8380092105394109
GUI11;pablo;B-28;2024/05/08;11:30:16;0,804;2805;0,612;0,154;0;0,038;-0,0006;24,2;674,3324;28,39123175;-16,39133992;105;0,003;0;No notes.;3,086;2024-05-08 11:30:16;may;-0,028011131000722167;0,8320111310007222
GUI11;pablo;B-28;2024/05/08;11:30:32;0,806;2805;0,613;0,155;0;0,038;0,0002;24,2;674,3324;28,39123175;-16,39133992;121;0,0021;0;No notes.;3,086;2024-05-08 11:30:32;may;-0,028011939583228784;0,8340119395832288
GUI11;pablo;B-28;2024/05/08;11:30:50;0,806;2805;0,614;0,155;0;0,038;-0,0001;24,2;674,3324;28,39123175;-16,39133992;139;0,0023;0;No notes.;3,086;2024-05-08 11:30:50;may;-0,028012849215327762;0,8340128492153278
GUI11;pablo;B-28;2024/05/08;11:31:12;0,803;2805;0,61;0,155;0;0,038;-0,0002;24,2;674,3324;28,39123175;-16,39133992;161;0,0028;0;No notes.;3,086;2024-05-08 11:31:12;may;-0,028013960954503703;0,8310139609545037
GUI11;pablo;B-28;2024/05/08;11:31:28;0,802;2805;0,609;0,155;0;0,038;-0,0004;24,2;674,3324;28,39123175;-16,39133992;177;0,0026;0;No notes.;3,086;2024-05-08 11:31:28;may;-0,028014769469017153;0,8300147694690172
GUI11;pablo;B-28;2024/05/08;11:31:45;0,801;2805;0,607;0,156;0;0,038;-0,0005;24,2;674,3324;28,39123175;-16,39133992;194;0,0036;0;No notes.;3,086;2024-05-08 11:31:45;may;-0,028015628494401867;0,8290156284944019
GUI11;pablo;B-28;2024/05/08;11:32:02;0,798;2805;0,605;0,156;0;0,038;-0,0002;24,2;674,3324;28,39123175;-16,39133992;211;0,0031;0;No notes.;3,086;2024-05-08 11:32:02;may;-0,02801648749785579;0,8260164874978558
GUI11;pablo;B-28;2024/05/08;11:32:18;0,797;2805;0,603;0,156;0;0,038;-0,0006;24,2;674,3324;28,39123175;-16,39133992;227;0,0026;0;No notes.;3,086;2024-05-08 11:32:18;may;-0,028017295951661136;0,8250172959516612
GUI11;pablo;B-28;2024/05/08;11:32:34;0,797;2805;0,602;0,156;0;0,038;-0,0001;24,2;674,3324;28,39123175;-16,39133992;243;0,0031;0;No notes.;3,086;2024-05-08 11:32:34;may;-0,02801810438603969;0,8250181043860397
GUI11;pablo;B-28;2024/05/08;11:33:02;0,797;2805;0,603;0,157;0;0,038;-0,0004;24,2;674,3324;28,39123175;-16,39133992;271;0,0043;0;No notes.;3,086;2024-05-08 11:33:02;may;-0,028019519099457102;0,8250195190994571
GUI11;pablo;B-28;2024/05/08;11:33:19;0,795;2805;0,6;0,157;0;0,038;0,0;24,2;674,3324;28,39123175;-16,39133992;288;0,0028;0;No notes.;3,086;2024-05-08 11:33:19;may;-0,028020378003577262;0,8230203780035773
GUI11;pablo;B-28;2024/05/08;11:33:35;0,791;2805;0,596;0,157;0;0,038;-0,0007;24,2;674,3324;28,39123175;-16,39133992;304;0,0027;0;No notes.;3,086;2024-05-08 11:33:35;may;-0,028021186363891948;0,819021186363892
GUI11;pablo;B-28;2024/05/08;11:33:51;0,79;2805;0,595;0,157;0;0,038;-0,0001;24,2;674,3324;28,39123175;-16,39133992;320;0,0046;0;No notes.;3,086;2024-05-08 11:33:51;may;-0,028021994704780062;0,8180219947047801
GUI11;pablo;B-28;2024/05/08;11:34:07;0,79;2805;0,594;0,158;0;0,038;-0,0001;24,2;674,3324;28,39123175;-16,39133992;336;0,0029;0;No notes.;3,086;2024-05-08 11:34:07;may;-0,028022803026241494;0,8180228030262415
GUI12;pablo;B-28;2024/05/08;12:10:51;0,793;2862;0,571;0,185;0;0,038;-0,0037;25,0;405,1177;28,36295599;-16,39382735;51;0,008;0;No notes.;3,086;2024-05-08 12:10:51;may;-0,028133963658967476;0,8211339636589675
GUI12;pablo;B-28;2024/05/08;12:11:38;0,794;2862;0,571;0,185;0;0,037;0,0001;25,0;405,1177;28,36295599;-16,39382735;98;0,0043;2;No notes.;3,086;2024-05-08 12:11:38;may;-0,028136330130116294;0,8221363301301163
GUI12;pablo;B-28;2024/05/08;12:12:07;0,793;2862;0,57;0,186;0;0,037;-0,0002;25,0;405,1177;28,36295599;-16,39382735;127;0,0021;2;No notes.;3,086;2024-05-08 12:12:07;may;-0,028137790209540103;0,8211377902095401
GUI12;pablo;B-28;2024/05/08;12:12:25;0,79;2862;0,567;0,186;0;0,037;-0,0004;25,0;405,1177;28,36295599;-16,39382735;145;0,0038;3;No notes.;3,086;2024-05-08 12:12:25;may;-0,028138696433634647;0,8181386964336347
GUI12;pablo;B-28;2024/05/08;12:12:58;0,786;2862;0,563;0,186;0;0,036;-0,0014;25,0;405,1177;28,36295599;-16,39382735;178;0,0064;4;No notes.;3,086;2024-05-08 12:12:58;may;-0,02814035778061741;0,8141403577806174
GUI12;pablo;B-28;2024/05/08;12:13:20;0,788;2862;0,566;0,186;0;0,036;-0,0004;25,0;405,1177;28,36295599;-16,39382735;200;0,0091;5;No notes.;3,086;2024-05-08 12:13:20;may;-0,028141465299362012;0,816141465299362
GUI12;pablo;B-28;2024/05/08;12:13:35;0,788;2862;0,565;0,187;0;0,036;0,0016;25,0;405,1177;28,36295599;-16,39382735;215;0,0049;6;No notes.;3,086;2024-05-08 12:13:35;may;-0,028142220404720586;0,8161422204047206
GUI12;pablo;B-28;2024/05/08;12:14:19;0,785;2862;0,563;0,187;0;0,035;-0,0002;25,0;405,1177;28,36295599;-16,39382735;259;0,002;7;No notes.;3,086;2024-05-08 12:14:19;may;-0,028144435281940328;0,8131444352819404
GUI12;pablo;B-28;2024/05/08;12:14:40;0,782;2862;0,56;0,187;0;0,035;-0,0002;25,0;405,1177;28,36295599;-16,39382735;280;0,0019;9;No notes.;3,086;2024-05-08 12:14:40;may;-0,0281454923306399;0,8101454923306399
GUI12;pablo;B-28;2024/05/08;12:15:21;0,779;2862;0,557;0,187;0;0,034;-0,0007;25,0;405,1177;28,36295599;-16,39382735;321;0,0034;10;No notes.;3,086;2024-05-08 12:15:21;may;-0,028147555995936546;0,8071475559959366
GUI12;pablo;B-28;2024/05/08;12:16:41;0,779;2862;0,558;0,188;0;0,033;0,0002;25,0;405,1177;28,36295599;-16,39382735;401;0,0018;14;No notes.;3,086;2024-05-08 12:16:41;may;-0,028151582292645583;0,8071515822926456
GUI12;pablo;B-28;2024/05/08;12:17:30;0,78;2862;0,558;0,189;0;0,032;0,0;25,0;405,1177;28,36295599;-16,39382735;450;0,003;17;No notes.;3,086;2024-05-08 12:17:30;may;-0,02815404815954481;0,8081540481595448
GUI12;pablo;B-28;2024/05/08;12:17:46;0,777;2862;0,556;0,189;0;0,032;-0,0006;25,0;405,1177;28,36295599;-16,39382735;466;0,0032;17;No notes.;3,086;2024-05-08 12:17:46;may;-0,02815485330111278;0,8051548533011128
GUI13;pablo;B-28;2024/05/08;12:53:22;0,765;2788;0,53;0,203;0;0,033;0,0001;25,5;761,7352;28,37273784;-16,40756124;107;0,0014;13;No notes.;3,086;2024-05-08 12:53:22;may;-0,028262165290747987;0,793262165290748
GUI13;pablo;B-28;2024/05/08;12:53:43;0,752;2788;0,516;0,203;0;0,033;-0,0016;25,5;761,7352;28,37273784;-16,40756124;128;0,0064;14;No notes.;3,086;2024-05-08 12:53:43;may;-0,02826321860566794;0,7802632186056679
GUI13;pablo;B-28;2024/05/08;12:54:18;0,746;2788;0,51;0,203;0;0,033;-0,0009;25,5;761,7352;28,37273784;-16,40756124;163;0,0061;13;No notes.;3,086;2024-05-08 12:54:18;may;-0,028264974056167125;0,7742649740561671
GUI13;pablo;B-28;2024/05/08;12:54:44;0,741;2788;0,505;0,203;0;0,033;-0,0004;25,5;761,7352;28,37273784;-16,40756124;189;0,0029;13;No notes.;3,086;2024-05-08 12:54:44;may;-0,028266278044932314;0,7692662780449323
GUI13;pablo;B-28;2024/05/08;12:55:01;0,734;2788;0,498;0,203;0;0,033;-0,0009;25,5;761,7352;28,37273784;-16,40756124;206;0,0031;12;No notes.;3,086;2024-05-08 12:55:01;may;-0,028267130625235115;0,7622671306252351
GUI13;pablo;B-28;2024/05/08;12:55:17;0,733;2788;0,496;0,203;0;0,033;-0,0006;25,5;761,7352;28,37273784;-16,40756124;222;0,0033;12;No notes.;3,086;2024-05-08 12:55:17;may;-0,02826793303372166;0,7612679330337216
GUI13;pablo;B-28;2024/05/08;12:55:38;0,732;2788;0,496;0,203;0;0,033;-0,0001;25,5;761,7352;28,37273784;-16,40756124;243;0,0035;12;No notes.;3,086;2024-05-08 12:55:38;may;-0,028268986165378873;0,7602689861653789
GUI13;pablo;B-28;2024/05/08;12:55:55;0,727;2788;0,49;0,203;0;0,033;-0,0009;25,5;761,7352;28,37273784;-16,40756124;260;0,0027;13;No notes.;3,086;2024-05-08 12:55:55;may;-0,028269838676019066;0,755269838676019
GUI13;pablo;B-28;2024/05/08;12:56:11;0,725;2788;0,488;0,203;0;0,033;-0,0005;25,5;761,7352;28,37273784;-16,40756124;276;0,0041;12;No notes.;3,086;2024-05-08 12:56:11;may;-0,028270641018940834;0,7532706410189408
GUI13;pablo;B-28;2024/05/08;12:56:28;0,722;2788;0,485;0,203;0;0,034;-0,0009;25,5;761,7352;28,37273784;-16,40756124;293;0,0039;11;No notes.;3,086;2024-05-08 12:56:28;may;-0,028271493487009414;0,7502714934870094
GUI13;pablo;B-28;2024/05/08;12:56:43;0,718;2788;0,481;0,203;0;0,033;-0,0006;25,5;761,7352;28,37273784;-16,40756124;308;0,0017;12;No notes.;3,086;2024-05-08 12:56:43;may;-0,028272245646504435;0,7462722456465044
GUI13;pablo;B-28;2024/05/08;12:57:00;0,714;2788;0,477;0,203;0;0,033;-0,001;25,5;761,7352;28,37273784;-16,40756124;325;0,0025;12;No notes.;3,086;2024-05-08 12:57:00;may;-0,02827309807329148;0,7422730980732914
GUI13;pablo;B-28;2024/05/08;12:57:19;0,713;2788;0,475;0,204;0;0,033;-0,0002;25,5;761,7352;28,37273784;-16,40756124;344;0,0028;13;No notes.;3,086;2024-05-08 12:57:19;may;-0,028274050759630076;0,74127405075963
GUI13;pablo;B-28;2024/05/08;12:57:36;0,707;2788;0,471;0,204;0;0,033;-0,0006;25,5;761,7352;28,37273784;-16,40756124;361;0,0038;12;No notes.;3,086;2024-05-08 12:57:36;may;-0,028274903139975383;0,7352749031399753
GUI13;pablo;B-28;2024/05/08;12:57:51;0,707;2788;0,47;0,204;0;0,033;0,0001;25,5;761,7352;28,37273784;-16,40756124;376;0,0031;12;No notes.;3,086;2024-05-08 12:57:51;may;-0,02827565522206754;0,7352756552220675
GUI13;pablo;B-28;2024/05/08;12:58:07;0,708;2788;0,471;0,204;0;0,033;0,0002;25,5;761,7352;28,37273784;-16,40756124;392;0,0029;12;No notes.;3,086;2024-05-08 12:58:07;may;-0,028276457424146417;0,7362764574241464
GUI14;pablo;B-28;2024/05/08;13:37:17;0,693;2777;0,457;0,204;0;0,032;-0,0052;25,5;842,8352;28,34175567;-16,43676986;65;0,0087;15;No notes.;3,086;2024-05-08 13:37:17;may;-0,028394069889817075;0,721394069889817
GUI14;pablo;B-28;2024/05/08;13:38:34;0,701;2777;0,465;0,204;0;0,032;-0,0004;25,5;842,8352;28,34175567;-16,43676986;142;0,0061;17;No notes.;3,086;2024-05-08 13:38:34;may;-0,028397916484187102;0,7293979164841871
GUI14;pablo;B-28;2024/05/08;13:39:22;0,706;2777;0,47;0,203;0;0,031;0,0008;25,5;842,8352;28,34175567;-16,43676986;190;0,0025;18;No notes.;3,086;2024-05-08 13:39:22;may;-0,028400314133541382;0,7344003141335413
